3.881107527,3.616018529,3.601147108,3.417457075,2.723197608,3.330895125,3.723628715,3.709736932,5.848922147,5.252491054,5.201242785,3.458367701,5.896834953,3.989804012,4.920544393,6.215645682,6.200069756,5.842163352,6.148898815,5.333915305,5.385359772,4.851502636,5.118068034,5.113794866,0
3.800882927,3.210280275,3.081141589,3.498282601,2.734600915,3.105662372,3.80149969,3.796321655,5.062056526,4.987285227,5.909583742,3.424458757,6.10109586,4.075667699,5.879729314,6.57378088,5.749617514,6.74702724,6.537529094,5.186155386,5.420567072,4.777363456,5.120787922,5.136328756,0
3.964203039,3.52670184,3.255776423,3.00289566,2.812805842,3.133525678,3.635402679,3.581439841,5.607975347,4.84762397,5.770936622,3.442656384,5.905634751,4.001077854,5.626174698,6.162477306,5.844224405,6.07382903,6.075009392,5.572521449,5.194046853,4.771206279,5.424285517,5.628824126,0
3.907543281,3.201576673,3.527606273,2.861317933,2.67053681,3.31122925,3.855522988,3.877642506,5.054536833,4.982864222,5.769156013,3.89411036,5.728470908,3.98449994,4.938077118,5.755872963,5.531023383,5.888424795,6.627418929,6.000075628,5.059838103,4.89831015,5.887313042,5.005183254,0
4.051306538,3.730421294,3.19264971,3.007943215,2.954205856,3.99421473,3.670745186,3.922720496,5.561306896,5.343241758,5.88139635,3.424934855,6.618936887,4.074210616,4.95626993,5.712020319,5.931135999,6.635594156,6.164542159,5.439444692,5.488500739,4.781580176,5.307637107,5.480369081,0
4.408577801,3.246737423,3.48777258,2.904218435,2.804761868,3.342100933,3.453731153,4.120866785,5.302001352,4.950701083,5.096485752,3.55533396,6.031638724,3.995744032,5.446989028,6.286495147,6.36537092,6.19512988,6.670062512,5.363532804,5.231202873,4.817646846,5.304969744,5.344749831,0
4.121732431,3.515063834,3.400610764,3.391368775,2.76092913,3.150518103,3.519980915,3.863159342,5.59086972,5.324719832,5.867899674,3.622202503,6.313928348,4.171925432,5.139500956,5.676493943,6.333608317,5.844885863,6.759960638,5.378880299,5.453407127,4.839624307,5.109826947,5.271099107,0
4.33713103,3.276165896,3.838842164,2.821725491,2.850910932,3.237797136,3.487227516,4.236813387,5.185841466,4.585963675,5.052536556,3.613878165,5.99317511,4.305439904,4.93579145,5.655210902,5.399624909,6.670987775,6.603337073,5.177299398,5.570011105,4.972663574,5.401212989,5.077594543,0
4.649092039,3.216319445,3.97864622,3.398890619,2.719132663,3.377325576,3.616987939,3.835259667,5.715106611,5.023616337,5.126474093,3.594830295,6.349305544,4.078151918,5.070366106,6.403758662,5.446550168,6.826770911,6.387114393,5.408723742,5.852668147,4.872088806,5.207553715,5.565333733,0
4.451346476,3.67854633,3.468385841,3.3542877,2.739769671,4.053778014,3.862361684,4.361106028,5.63231785,4.734903473,5.745939049,3.450985763,6.087805562,4.063060697,4.980067464,5.681257143,6.181789622,6.443998446,6.008500869,5.361386364,5.71617924,4.761396979,5.2510886,5.314929333,0
4.066122112,3.815094284,3.936808336,3.371152204,2.890732054,3.476102883,3.985134472,3.596432091,4.887865193,4.48651466,5.881287216,3.433426074,5.747673078,3.988919499,5.334716655,6.135593428,5.905903785,6.203351874,6.829634207,5.153431189,5.767052193,4.813793636,5.79296409,5.637540982,0
4.303589206,3.693955755,3.529022955,2.876755123,3.257671868,3.194974204,4.269339905,3.649580539,5.514489916,4.865385068,5.059792756,3.495097548,6.08392212,4.006234258,5.021677935,6.55249703,6.08013781,6.573072024,6.893973976,5.222838601,5.439967287,4.922855509,5.620944948,5.74308474,0
4.48086346,4.053481608,3.535052618,2.982899215,2.750087299,3.379294436,3.66410051,4.03984198,5.438495995,4.654691934,5.8183131,3.526419733,6.642209221,4.294868019,5.490579929,6.258887516,5.510225828,6.132321067,6.396376306,5.179103102,5.858367693,4.83630265,5.362822147,4.949713302,0
4.645026216,3.761845379,3.08802465,2.993233467,2.714652544,3.193857264,3.622547664,4.347421796,5.135161414,4.588226716,5.42706871,3.963942467,5.923682829,4.027625516,5.201627155,6.174319525,5.947428463,6.149616154,6.583637922,5.684225108,5.373145955,4.767440712,5.203750373,4.942514224,0
4.447347108,3.690495201,3.91136995,3.208695168,2.935740484,3.233685518,3.440437761,4.409876315,5.022935394,4.9057506,5.290609802,3.461774648,5.784904024,4.017349539,5.03760263,6.094221721,6.210849932,6.353986393,6.930014622,5.484940286,5.552385765,5.029712892,5.428718359,4.996241671,0
3.856875857,3.402353849,3.418377212,3.449071487,2.728507121,3.291172249,3.463070585,3.966643851,5.821808849,4.53970392,5.059201826,3.448635955,6.43177489,4.144704341,5.035556534,5.712629233,5.457888437,6.772724149,6.355216988,5.789373437,5.591370125,4.901113644,5.34626867,5.709167379,0
4.371552056,3.903032388,3.120940512,3.146788277,2.707870334,3.440816009,3.56480036,3.889893223,5.814584097,4.716672007,5.214430949,3.619330992,6.298431809,3.983773074,5.150516136,6.158581917,5.950654914,5.891020776,6.468757541,5.751189284,5.739453693,4.767958467,5.303386835,5.923996577,0
4.733202421,3.216239442,3.875466915,2.905563215,2.684452324,3.896136614,3.423741093,4.242629568,5.017278131,5.189653152,5.797731902,3.48842058,6.228495077,4.121367896,4.947774539,6.310065353,6.185564477,6.381314478,6.049777603,5.187149025,5.991634489,5.391902024,5.864064242,4.94726281,0
3.876428585,3.885082706,3.310465958,3.269922846,3.307350195,3.282984339,3.459583056,3.843148655,5.594301419,4.587548632,5.578593219,3.444316814,6.654090258,4.158813794,4.944410969,6.559592621,5.492177813,6.552562482,6.216166439,5.223229488,5.367328539,4.795932269,5.721650831,5.893194241,0
